"Numero_Fiche";"Codes_Rome_Code";"Codes_Rome_Libelle"
"RNCP594";"H2905";"Conduite d''équipement de formage et découpage des matériaux"
"RNCP594";"H2904";"Conduite d''équipement de déformation des métaux"
"RNCP595";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP596";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP597";"N4104";"Courses et livraisons express"
"RNCP597";"N4105";"Conduite et livraison par tournées sur courte distance"
"RNCP599";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP601";"I1203";"Maintenance des bâtiments et des locaux"
"RNCP602";"K2204";"Nettoyage de locaux"
"RNCP603";"D1105";"Poissonnerie"
"RNCP604";"B1802";"Réalisation d''articles en cuir et matériaux souples (hors vêtement)"
"RNCP604";"H2401";"Assemblage - montage d''articles en cuirs, peaux"
"RNCP605";"H2903";"Conduite d''équipement d''usinage"
"RNCP607";"I1602";"Maintenance d''aéronefs"
"RNCP612";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP617";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP618";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP619";"L1401";"Sportif professionnel"
"RNCP620";"B1303";"Gravure - ciselure"
"RNCP621";"B1303";"Gravure - ciselure"
"RNCP622";"B1303";"Gravure - ciselure"
"RNCP624";"D1205";"Nettoyage d''articles textiles ou cuirs"
"RNCP624";"K2201";"Blanchisserie industrielle"
"RNCP625";"B1303";"Gravure - ciselure"
"RNCP628";"H3201";"Conduite d''équipement de formage des plastiques et caoutchoucs"
"RNCP629";"B1801";"Réalisation d''articles de chapellerie"
"RNCP631";"H2908";"Modelage de matériaux non métalliques"
"RNCP631";"H2910";"Moulage sable"
"RNCP632";"F1502";"Montage de structures métalliques"
"RNCP633";"F1604";"Montage d''agencements"
"RNCP633";"F1613";"Travaux d''étanchéité et d''isolation"
"RNCP634";"J1405";"Optique - lunetterie"
"RNCP636";"F1502";"Montage de structures métalliques"
"RNCP637";"H2910";"Moulage sable"
"RNCP637";"H2908";"Modelage de matériaux non métalliques"
"RNCP638";"N3103";"Navigation fluviale"
"RNCP640";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP641";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP641";"H3401";"Conduite de traitement d''abrasion de surface"
"RNCP642";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP643";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP644";"J1411";"Prothèses et orthèses"
"RNCP645";"H2908";"Modelage de matériaux non métalliques"
"RNCP646";"H2906";"Conduite d''installation automatisée ou robotisée de fabrication mécanique"
"RNCP646";"H2901";"Ajustement et montage de fabrication"
"RNCP647";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP649";"D1104";"Pâtisserie, confiserie, chocolaterie et glacerie"
"RNCP651";"L1501";"Coiffure et maquillage spectacle"
"RNCP652";"K1303";"Assistance auprès d''enfants"
"RNCP653";"E1203";"Production en laboratoire photographique"
"RNCP653";"E1201";"Photographie"
"RNCP654";"J1411";"Prothèses et orthèses"
"RNCP655";"D1105";"Poissonnerie"
"RNCP656";"H3402";"Conduite de traitement par dépôt de surface"
"RNCP656";"H3401";"Conduite de traitement d''abrasion de surface"
"RNCP658";"H2905";"Conduite d''équipement de formage et découpage des matériaux"
"RNCP658";"H2904";"Conduite d''équipement de déformation des métaux"
"RNCP658";"H2906";"Conduite d''installation automatisée ou robotisée de fabrication mécanique"
"RNCP664";"J1410";"Prothèses dentaires"
"RNCP667";"B1802";"Réalisation d''articles en cuir et matériaux souples (hors vêtement)"
"RNCP668";"I1605";"Mécanique de marine"
"RNCP669";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP670";"B1802";"Réalisation d''articles en cuir et matériaux souples (hors vêtement)"
"RNCP671";"E1301";"Conduite de machines d''impression"
"RNCP673";"F1601";"Application et décoration en plâtre, stuc et staff"
"RNCP676";"B1806";"Tapisserie - décoration en ameublement"
"RNCP677";"B1806";"Tapisserie - décoration en ameublement"
"RNCP678";"B1701";"Conservation et reconstitution d''espèces animales"
"RNCP679";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP680";"B1201";"Réalisation d''objets décoratifs et utilitaires en céramique et matériaux de synthèse"
"RNCP681";"N4402";"Exploitation et manoeuvre des remontées mécaniques"
"RNCP682";"M1603";"Distribution de documents"
"RNCP683";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP684";"D1507";"Mise en rayon libre-service"
"RNCP686";"D1103";"Charcuterie - traiteur"
"RNCP686";"H2101";"Abattage et découpe des viandes"
"RNCP686";"D1102";"Boulangerie - viennoiserie"
"RNCP686";"D1101";"Boucherie"
"RNCP686";"D1105";"Poissonnerie"
"RNCP689";"K1302";"Assistance auprès d''adultes"
"RNCP689";"K1303";"Assistance auprès d''enfants"
"RNCP690";"I1606";"Réparation de carrosserie"
"RNCP691";"N4101";"Conduite de transport de marchandises sur longue distance"
"RNCP693";"N1103";"Magasinage et préparation de commandes"
"RNCP693";"N1105";"Manutention manuelle de charges"
"RNCP693";"N1101";"Conduite d''engins de déplacement des charges"
"RNCP700";"I1607";"Réparation de cycles, motocycles et motoculteurs de loisirs"
"RNCP701";"D1102";"Boulangerie - viennoiserie"
"RNCP706";"M1608";"Secrétariat comptable"
"RNCP707";"M1606";"Saisie de données"
"RNCP707";"M1602";"Opérations administratives"
"RNCP710";"H2413";"Préparation de fils, montage de métiers textiles"
"RNCP710";"H2403";"Conduite de machine de fabrication de produits textiles"
"RNCP710";"H2405";"Conduite de machine de textiles nontissés"
"RNCP710";"H2404";"Conduite de machine de production et transformation des fils"
"RNCP712";"J1405";"Optique - lunetterie"
"RNCP715";"B1804";"Réalisation d''ouvrages d''art en fils"
"RNCP717";"D1211";"Vente en articles de sport et loisirs"
"RNCP717";"D1212";"Vente en décoration et équipement du foyer"
"RNCP717";"D1214";"Vente en habillement et accessoires de la personne"
"RNCP718";"K1302";"Assistance auprès d''adultes"
"RNCP722";"D1202";"Coiffure"
"RNCP723";"H2805";"Pilotage d''installation de production verrière"
"RNCP724";"G1602";"Personnel de cuisine"
"RNCP724";"D1104";"Pâtisserie, confiserie, chocolaterie et glacerie"
"RNCP725";"G1801";"Café, bar brasserie"
"RNCP727";"F1703";"Maçonnerie"
"RNCP729";"B1303";"Gravure - ciselure"
"RNCP730";"F1603";"Installation d''équipements sanitaires et thermiques"
"RNCP732";"I1603";"Maintenance d''engins de chantier, levage, manutention et de machines agricoles"
"RNCP735";"H2904";"Conduite d''équipement de déformation des métaux"
"RNCP736";"H3201";"Conduite d''équipement de formage des plastiques et caoutchoucs"
"RNCP737";"D1104";"Pâtisserie, confiserie, chocolaterie et glacerie"
"RNCP738";"F1606";"Peinture en bâtiment"
"RNCP739";"H2401";"Assemblage - montage d''articles en cuirs, peaux"
"RNCP740";"F1604";"Montage d''agencements"
"RNCP741";"G1804";"Sommellerie"
"RNCP742";"D1106";"Vente en alimentation"
"RNCP743";"D1212";"Vente en décoration et équipement du foyer"
"RNCP744";"F1610";"Pose et restauration de couvertures"
"RNCP745";"I1602";"Maintenance d''aéronefs"
"RNCP747";"F1612";"Taille et décoration de pierres"
"RNCP748";"E1205";"Réalisation de contenus multimédias"
"RNCP749";"H2207";"Réalisation de meubles en bois"
"RNCP749";"H2208";"Réalisation d''ouvrages décoratifs en bois"
"RNCP750";"B1604";"Réparation - montage en systèmes horlogers"
"RNCP751";"B1806";"Tapisserie - décoration en ameublement"
"RNCP755";"H2102";"Conduite d''équipement de production alimentaire"
"RNCP755";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
"RNCP755";"H2701";"Pilotage d''installation énergétique et pétrochimique"
"RNCP757";"H1203";"Conception et dessin produits mécaniques"
"RNCP757";"I1606";"Réparation de carrosserie"
"RNCP758";"I1606";"Réparation de carrosserie"
"RNCP759";"D1212";"Vente en décoration et équipement du foyer"
"RNCP759";"D1214";"Vente en habillement et accessoires de la personne"
"RNCP759";"D1211";"Vente en articles de sport et loisirs"
"RNCP759";"D1408";"Téléconseil et télévente"
"RNCP760";"M1203";"Comptabilité"
"RNCP761";"F1703";"Maçonnerie"
"RNCP761";"F1202";"Direction de chantier du BTP"
"RNCP763";"H1404";"Intervention technique en méthodes et industrialisation"
"RNCP767";"K2203";"Management et inspection en propreté de locaux"
"RNCP768";"H2803";"Façonnage et émaillage en industrie céramique"
"RNCP768";"H2102";"Conduite d''équipement de production alimentaire"
"RNCP768";"H2805";"Pilotage d''installation de production verrière"
"RNCP768";"H2801";"Conduite d''équipement de transformation du verre"
"RNCP768";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
"RNCP774";"E1306";"Prépresse"
"RNCP774";"E1305";"Préparation et correction en édition et presse"
"RNCP775";"E1301";"Conduite de machines d''impression"
"RNCP775";"E1302";"Conduite de machines de façonnage routage"
"RNCP778";"N3103";"Navigation fluviale"
"RNCP780";"I1302";"Installation et maintenance d''automatismes"
"RNCP780";"I1304";"Installation et maintenance d''équipements industriels et d''exploitation"
"RNCP782";"D1102";"Boulangerie - viennoiserie"
"RNCP782";"D1106";"Vente en alimentation"
"RNCP782";"D1104";"Pâtisserie, confiserie, chocolaterie et glacerie"
"RNCP782";"D1101";"Boucherie"
"RNCP782";"D1103";"Charcuterie - traiteur"
"RNCP783";"H2505";"Encadrement d''équipe ou d''atelier en matériaux souples"
"RNCP784";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP785";"H2907";"Conduite d''installation de production des métaux"
"RNCP785";"H2503";"Pilotage d''unité élémentaire de production mécanique ou de travail des métaux"
"RNCP788";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
"RNCP788";"H2907";"Conduite d''installation de production des métaux"
"RNCP788";"H2701";"Pilotage d''installation énergétique et pétrochimique"
"RNCP788";"H2904";"Conduite d''équipement de déformation des métaux"
"RNCP789";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP791";"H2505";"Encadrement d''équipe ou d''atelier en matériaux souples"
"RNCP792";"H2903";"Conduite d''équipement d''usinage"
"RNCP794";"G1602";"Personnel de cuisine"
"RNCP795";"M1607";"Secrétariat"
"RNCP796";"M1601";"Accueil et renseignements"
"RNCP798";"D1211";"Vente en articles de sport et loisirs"
"RNCP798";"H2901";"Ajustement et montage de fabrication"
"RNCP798";"L1503";"Décor et accessoires spectacle"
"RNCP799";"B1602";"Réalisation d''objets artistiques et fonctionnels en verre"
"RNCP800";"B1804";"Réalisation d''ouvrages d''art en fils"
"RNCP801";"B1201";"Réalisation d''objets décoratifs et utilitaires en céramique et matériaux de synthèse"
"RNCP802";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP802";"H2207";"Réalisation de meubles en bois"
"RNCP802";"H2208";"Réalisation d''ouvrages décoratifs en bois"
"RNCP805";"B1303";"Gravure - ciselure"
"RNCP806";"L1503";"Décor et accessoires spectacle"
"RNCP806";"L1506";"Machinerie spectacle"
"RNCP807";"B1303";"Gravure - ciselure"
"RNCP808";"B1303";"Gravure - ciselure"
"RNCP809";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP810";"B1402";"Reliure et restauration de livres et archives"
"RNCP811";"F1601";"Application et décoration en plâtre, stuc et staff"
"RNCP812";"I1401";"Maintenance informatique et bureautique"
"RNCP814";"F1607";"Pose de fermetures menuisées"
"RNCP815";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP816";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP817";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP818";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP819";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP820";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP821";"E1104";"Conception de contenus multimédias"
"RNCP821";"E1205";"Réalisation de contenus multimédias"
"RNCP822";"H1204";"Design industriel"
"RNCP822";"L1503";"Décor et accessoires spectacle"
"RNCP822";"H1205";"Études - modèles en industrie des matériaux souples"
"RNCP822";"B1805";"Stylisme"
"RNCP823";"L1502";"Costume et habillage spectacle"
"RNCP823";"B1805";"Stylisme"
"RNCP823";"H1205";"Études - modèles en industrie des matériaux souples"
"RNCP823";"L1503";"Décor et accessoires spectacle"
"RNCP823";"H1204";"Design industriel"
"RNCP825";"E1308";"Intervention technique en industrie graphique"
"RNCP825";"E1303";"Encadrement des industries graphiques"
"RNCP826";"E1205";"Réalisation de contenus multimédias"
"RNCP827";"E1205";"Réalisation de contenus multimédias"
"RNCP827";"E1104";"Conception de contenus multimédias"
"RNCP828";"B1402";"Reliure et restauration de livres et archives"
"RNCP829";"E1205";"Réalisation de contenus multimédias"
"RNCP830";"B1604";"Réparation - montage en systèmes horlogers"
"RNCP832";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP833";"I1602";"Maintenance d''aéronefs"
"RNCP834";"D1107";"Vente en gros de produits frais"
"RNCP834";"D1106";"Vente en alimentation"
"RNCP835";"F1701";"Construction en béton"
"RNCP836";"H2207";"Réalisation de meubles en bois"
"RNCP836";"B1806";"Tapisserie - décoration en ameublement"
"RNCP836";"H2208";"Réalisation d''ouvrages décoratifs en bois"
"RNCP837";"B1303";"Gravure - ciselure"
"RNCP837";"B1601";"Métallerie d''art"
"RNCP838";"L1204";"Arts du cirque et arts visuels"
"RNCP839";"L1204";"Arts du cirque et arts visuels"
"RNCP840";"B1804";"Réalisation d''ouvrages d''art en fils"
"RNCP840";"B1806";"Tapisserie - décoration en ameublement"
"RNCP841";"B1201";"Réalisation d''objets décoratifs et utilitaires en céramique et matériaux de synthèse"
"RNCP842";"L1502";"Costume et habillage spectacle"
"RNCP843";"L1503";"Décor et accessoires spectacle"
"RNCP843";"B1101";"Création en arts plastiques"
"RNCP844";"F1102";"Conception - aménagement d''espaces intérieurs"
"RNCP844";"L1503";"Décor et accessoires spectacle"
"RNCP844";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP845";"B1602";"Réalisation d''objets artistiques et fonctionnels en verre"
"RNCP846";"F1701";"Construction en béton"
"RNCP847";"F1612";"Taille et décoration de pierres"
"RNCP848";"E1303";"Encadrement des industries graphiques"
"RNCP848";"E1104";"Conception de contenus multimédias"
"RNCP848";"E1308";"Intervention technique en industrie graphique"
"RNCP849";"G1801";"Café, bar brasserie"
"RNCP849";"G1803";"Service en restauration"
"RNCP849";"G1603";"Personnel polyvalent en restauration"
"RNCP850";"B1603";"Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie"
"RNCP850";"F1102";"Conception - aménagement d''espaces intérieurs"
