"Numero_Fiche";"Bloc_Competences_Code";"Bloc_Competences_Libelle"
"RNCP561";"RNCP561BC04";"UG2 Mathématiques-Sciences physiques et chimiques"
"RNCP561";"RNCP561BC01";"UP1 Pratique de la vente et de la préparation de commandes"
"RNCP561";"RNCP561BC06";"LV facultative de langue vivante étrangère"
"RNCP561";"RNCP561BC05";"UG3 Éducation physique et sportive"
"RNCP567";"RNCP567BC05";"UG3 - Education physique et sportive"
"RNCP567";"RNCP567BC01";"UP1 - Réalisation d'un emballage"
"RNCP567";"RNCP567BC04";"UG2 - Mathématiques et Sciences physiques et chimiques"
"RNCP567";"RNCP567BC03";"UG1 - Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP567";"RNCP567BC02";"UP2 - Epreuve de technologie"
"RNCP572";"RNCP572BC02";"UP2 Réalisation d'un ouvrage"
"RNCP572";"RNCP572BC03";"UP3 Pose, installation et maintenance d'un ouvrage"
"RNCP572";"RNCP572BC06";"UG3 Education physique et sportive"
"RNCP572";"RNCP572BC04";"UG1 Français et Histoire-Géographie - Enseignement moral et civique"
"RNCP572";"RNCP572BC05";"UG2 Mathématiques - Sciences physique et chimiques"
"RNCP572";"RNCP572BC01";"UP1 Analyse d'une situation professionnelle"
"RNCP572";"RNCP572BC07";"UF Langue vivante étrangère"
"RNCP583";"RNCP583BC05";"UG3 Éducation physique et sportive"
"RNCP583";"RNCP583BC04";"UG2 Mathématiques-Sciences physiques et chimiques "
"RNCP583";"RNCP583BC06";"LV facultative de langue vivante étrangère"
"RNCP583";"RNCP583BC02";"UP2 – Pratique de la vente-conseil en magasin"
"RNCP583";"RNCP583BC03";"UG1 Français, Histoire-Géographie et Enseignement moral et civique  "
"RNCP583";"RNCP583BC01";"UP1 – Pratique professionnelle en atelier de production	"
"RNCP584";"RNCP584BC04";"BLOC N°4 DE COMPETENCES N°3 fiche RNCP N° 584 - Mathématiques-Sciences physiques et chimiques"
"RNCP584";"RNCP584BC03";"BLOC N°3 DE COMPETENCES N°3 fiche RNCP N° 584 - Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP584";"RNCP584BC02";"BLOC N°2 DE COMPETENCES N°2 fiche RNCP N° 584 - Réalisation d'un produit"
"RNCP584";"RNCP584BC01";"BLOC DE COMPETENCES N°1 fiche RNCP N°584  - Préparation du travail et technologie"
"RNCP584";"RNCP584BC05";"BLOC N°5 DE COMPETENCES N°3 fiche RNCP N° 584 - Éducation physique et sportive	"
"RNCP588";"RNCP588BC04";"Bloc de compétence n° 4 fiche RNCP 588-Mathématiques-Sciences physiques et chimiques"
"RNCP588";"RNCP588BC01";"Bloc de compétence n° 1 fiche RNCP 588-Technologie. Sciences appliquées et gestion appliquée"
"RNCP588";"RNCP588BC02";"Bloc de compétence n° 2 fiche RNCP 588-Production et valorisation des desserts glacés"
"RNCP588";"RNCP588BC05";"Bloc de compétence n° 5 fiche RNCP 588-Éducation physique et sportive	"
"RNCP588";"RNCP588BC07";"Bloc de compétence n° 7 fiche RNCP 588-UF Langue vivante"
"RNCP588";"RNCP588BC03";"Bloc de compétence n° 3 fiche RNCP 588-Français, histoire-géographie et enseignement moral et civique"
"RNCP588";"RNCP588BC06";"Bloc de compétence n° 6 fiche RNCP 588-Langue vivante"
"RNCP591";"RNCP591BC03";"français histoire géographie et enseignement moral et civique"
"RNCP591";"RNCP591BC08";"arts appliqués et cultures artistiques"
"RNCP591";"RNCP591BC07";"LVG facultative"
"RNCP591";"RNCP591BC01";"EP 1  analyse organisation et communication technologiques"
"RNCP591";"RNCP591BC06";"LV obligatoire"
"RNCP591";"RNCP591BC05";"education physique et sportive"
"RNCP591";"RNCP591BC02";"EP 2 conduite contrôle et maintenance"
"RNCP591";"RNCP591BC04";"mathématiques et sciences physiques et chimiques"
"RNCP594";"RNCP594BC01";"UP1 : Communication technique"
"RNCP594";"RNCP594BC06";"UG3 : Éducation physique et sportive"
"RNCP594";"RNCP594BC05";"UG2 : Maths - Sciences physiques et chimiques"
"RNCP594";"RNCP594BC03";"UP3 : Contrôle"
"RNCP594";"RNCP594BC02";"UP2 : Préparation et réalisation"
"RNCP594";"RNCP594BC04";"UG1 : Français - Histoire, géographie et enseignement moral et civique"
"RNCP601";"RNCP601BC05";"UG3 Education physique et sportive"
"RNCP601";"RNCP601BC04";"UG2 Mathématiques - sciences physiques et chimiques"
"RNCP601";"RNCP601BC01";"UP1 : Technologie - Prévention"
"RNCP601";"RNCP601BC03";"UG1 Français et Histoire-géographie - Enseignement moral et civique"
"RNCP601";"RNCP601BC02";"UP2 Mise en oeuvre : épreuve en situation de dysfonctionnement avec prise en compte de la sécurité"
"RNCP604";"RNCP604BC02";" BLOC DE COMPETENCES N°2 fiche RNCP N° 604  -  Réalisation d'un produit"
"RNCP604";"RNCP604BC03";" BLOC DE COMPETENCES N°3 fiche RNCP N° 604  -  Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP604";"RNCP604BC05";" BLOC DE COMPETENCES N°5 fiche RNCP N° 604  - Éducation physique et sportive"
"RNCP604";"RNCP604BC04";" BLOC DE COMPETENCES N°4 fiche RNCP N° 604  - Mathématiques-Sciences physiques et chimiques"
"RNCP604";"RNCP604BC01";"BLOC DE COMPETENCES N°1 fiche RNCP N°604  - Préparation du travail et technoloqie"
"RNCP624";"RNCP624BC09";"BLOC DE COMPETENCES N°10 fiche RNCP N° 624 - Prévention, santé, environnement"
"RNCP624";"RNCP624BC10";"BLOC DE COMPETENCES N°11 fiche RNCP N° 624 - Français	"
"RNCP624";"RNCP624BC11";"BLOC DE COMPETENCES N°12 fiche RNCP N° 624 - Histoire géographie /Enseignement moral et civique 	"
"RNCP624";"RNCP624BC12";"BLOC DE COMPETENCES N°13 fiche RNCP N° 624 - Arts appliqués et cultures artistiques	"
"RNCP624";"RNCP624BC05";"BLOC DE COMPETENCES N°6 fiche RNCP N° 624 - Travaux de gestion d'entreprise"
"RNCP624";"RNCP624BC04";"BLOC DE COMPETENCES N°5 fiche RNCP N° 624 - Préparation et organisaton d'opérations techniques"
"RNCP624";"RNCP624BC03";" BLOC DE COMPETENCES N°3 fiche RNCP N° 624  - sciences Physiques et Chimiques"
"RNCP624";"RNCP624BC02";" BLOC DE COMPETENCES N°2 fiche RNCP N° 624  -  Mathématiques"
"RNCP624";"RNCP624BC01";"BLOC DE COMPETENCES N°1 fiche RNCP N° 624  -  Etude d'un système de production"
"RNCP624";"RNCP624BC15";"BLOC DE COMPETENCES N°16 fiche RNCP N° 624 - EPS facultative"
"RNCP624";"RNCP624BC14";"BLOC DE COMPETENCES N°15 fiche RNCP N° 624 - Langue vivante  Facultative	"
"RNCP624";"RNCP624BC13";"BLOC DE COMPETENCES N°14 fiche RNCP N° 624 - EPS obligatoire"
"RNCP624";"RNCP624BC08";"BLOC DE COMPETENCES N°9 fiche RNCP N° 624 - Techniques de détachage, de nettoyage, de lavage, traitements complémentaires et finitions"
"RNCP624";"RNCP624BC07";"BLOC DE COMPETENCES N°8 fiche RNCP N° 624 - Techniques de réception livraison"
"RNCP624";"RNCP624BC06";"BLOC DE COMPETENCES N°7 fiche RNCP N° 624 - Evaluation de la formation en milieu professionnel"
"RNCP624";"RNCP624BC16";"BLOC DE COMPETENCES N°17 fiche RNCP N° 624 - Mobilité facultative"
"RNCP631";"RNCP631BC04";"UG2 : Mathématiques-Sciences physiques et chimiques"
"RNCP631";"RNCP631BC05";"UG3 : Éducation physique et sportive"
"RNCP631";"RNCP631BC03";"UG1 : Français – Histoire, géographie et enseignement moral et civique"
"RNCP631";"RNCP631BC01";"UP1 : Communication technique"
"RNCP631";"RNCP631BC02";"UP2 : Réalisation et contrôle"
"RNCP633";"RNCP633BC06";"UG3 : Education physique et sportive"
"RNCP633";"RNCP633BC05";"UG2 : Mathématiques - Sciences physique et chimiques"
"RNCP633";"RNCP633BC01";"UP1 : Exécution d'ouvrages"
"RNCP633";"RNCP633BC04";"UG1:  Français et Histoire-Géographie - Enseignement moral et civique"
"RNCP633";"RNCP633BC03";"UP3  : Connaissances technologiques"
"RNCP633";"RNCP633BC02";"UP2 :  Lecture de plan et de documents techniques, traçage, développement"
"RNCP636";"RNCP636BC03";"UG1 - Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP636";"RNCP636BC04";"UG2 - Mathématiques - Sciences physiques et chimiques"
"RNCP636";"RNCP636BC05";"UG3 - Education physique et sportive"
"RNCP636";"RNCP636BC01";"UP1 - Montage, vérification et démontage de structures mobiles"
"RNCP636";"RNCP636BC02";"UP2 - Epreuve de technologie"
"RNCP645";"RNCP645BC01";"UP1 : Communication technique"
"RNCP645";"RNCP645BC03";"UG1 : Français – Histoire, géographie et enseignement moral et civique"
"RNCP645";"RNCP645BC05";"UG3 : Éducation physique et sportive"
"RNCP645";"RNCP645BC04";"UG2 : Mathématiques-Sciences physiques et chimiques"
"RNCP645";"RNCP645BC02";"UP2 : Réalisation et contrôle"
"RNCP646";"RNCP646BC01";"UP1 : Communication technique"
"RNCP646";"RNCP646BC03";"UG1 : Français – Histoire, géographie et enseignement moral et civique"
"RNCP646";"RNCP646BC04";"UG2 : Mathématiques-Sciences physiques et chimiques"
"RNCP646";"RNCP646BC05";"UG3 : Éducation physique et sportive"
"RNCP646";"RNCP646BC02";"UP2 : Réalisation et contrôle"
"RNCP652";"RNCP652BC05";"UG2 Mathématiques-Sciences physiques et chimiques"
"RNCP652";"RNCP652BC06";"UG3 Éducation physique et sportive"
"RNCP652";"RNCP652BC04";"UG1  Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP652";"RNCP652BC01";"UP1 Prise en charge de l’enfant à domicile"
"RNCP652";"RNCP652BC02";"UP2 Accompagnement éducatif de l’enfant"
"RNCP652";"RNCP652BC03";"UP3 Techniques de services à l’usager"
"RNCP654";"RNCP654BC04";"Bloc de compétence n° 4 - Fiche RNCP n° 654 - Mathématiques-sciences physiques et chimiques"
"RNCP654";"RNCP654BC05";"Bloc de compétence n° 5 - Fiche RNCP n° 654 - Vie sociale et professionnelle"
"RNCP654";"RNCP654BC06";"Bloc de compétence n° 6 - Fiche RNCP n° 654 - Education physique et sportive"
"RNCP654";"RNCP654BC03";"Bloc de compétence n° 3 - Fiche RNCP n° 654 - Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP654";"RNCP654BC02";"Bloc de compétences  n° 2 - Fiche RNCP n° 654 - Communication technique"
"RNCP654";"RNCP654BC01";"Bloc de compétences  n° 1 - Fiche RNCP n° 654 - Réalisation"
"RNCP654";"RNCP654BC07";"Bloc de compétence n° 7 - Fiche RNCP n° 654 - Unité facultative Langue vivante"
"RNCP656";"RNCP656BC02";"U32 : Mise en oeuvre d'une phase opératoire ou d'une suite d'opérations unitaires"
"RNCP656";"RNCP656BC15";"U7 : Éducation physique et sportive"
"RNCP656";"RNCP656BC09";"U12 : Mathématiques"
"RNCP656";"RNCP656BC08";"U36 : Prévention-Santé-Environnement"
"RNCP656";"RNCP656BC07";"U35 : Économie-Gestion"
"RNCP656";"RNCP656BC06";"U11 : Étude d'une technique de traitement ou de revêtement de surface"
"RNCP656";"RNCP656BC05";"U2 : Étude et préparation d'une production industrielle"
"RNCP656";"RNCP656BC12";"U51 : Français"
"RNCP656";"RNCP656BC11";"U4 : Langue vivante étrangère"
"RNCP656";"RNCP656BC10";"U13 : Sciences physiques et chimiques"
"RNCP656";"RNCP656BC13";"U52 : Histoire-Géographie-Enseignement moral et civique"
"RNCP656";"RNCP656BC14";"U6 : Arts appliqués et cultures artistiques"
"RNCP656";"RNCP656BC01";"U31 : Évaluation de la formation en milieu professionnel"
"RNCP656";"RNCP656BC04";"U34 : Conduite et exploitation d'une installation de production"
"RNCP656";"RNCP656BC03";"U33 : Essais, réglages et diagnostics"
"RNCP667";"RNCP667BC03";" BLOC N°2 DE COMPETENCES N°3 fiche RNCP N° 667 - Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP667";"RNCP667BC05";" BLOC N°2 DE COMPETENCES N°5 fiche RNCP N° 667 - Éducation physique et sportive	"
"RNCP667";"RNCP667BC02";" BLOC N°2 DE COMPETENCES N°2 fiche RNCP N° 667 - Mise en oeuvre d'une fabrication"
"RNCP667";"RNCP667BC04";" BLOC N°2 DE COMPETENCES N°4 fiche RNCP N° 667 - Mathématiques-Sciences physiques et chimiques"
"RNCP667";"RNCP667BC01";"BLOC DE COMPETENCES N°1 fiche RNCP N°667  - Mise au point d'un produit, préparation d'une fabrication"
"RNCP671";"RNCP671BC04";"UNITÉ UG 2  Mathématiques Sciences physiques et chimiques"
"RNCP671";"RNCP671BC03";"UNITÉ UG 1  Français et Histoire- Géographie – Enseignement moral et civique"
"RNCP671";"RNCP671BC01";"UNITÉ UP1 Réalisation et mise en œuvre des procédés"
"RNCP671";"RNCP671BC05";"UNITÉ UG 3  Éducation physique et sportive"
"RNCP671";"RNCP671BC02";"UNITÉ UP2 Analyse d’un dossier technique"
"RNCP673";"RNCP673BC02";"Technologie - Prévention - Lecture de plan"
"RNCP673";"RNCP673BC06";"Langue vivante étrangère"
"RNCP673";"RNCP673BC07";"Unité facultative : Arts appliqués et cultures artistiques"
"RNCP673";"RNCP673BC01";"Réalisation et arts appliqués"
"RNCP673";"RNCP673BC03";"Français et Histoire-géographie - Enseignement moral et civique"
"RNCP673";"RNCP673BC04";"Mathématiques - sciences physiques et chimiques"
"RNCP673";"RNCP673BC05";"Education physique et sportive"
"RNCP676";"RNCP676BC03";"Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP676";"RNCP676BC02";"Réalisation d'ouvrage"
"RNCP676";"RNCP676BC01";"Analyse d'une situation professionnelle"
"RNCP676";"RNCP676BC07";"Unité facultative - Arts appliqués et cultures artistiques"
"RNCP676";"RNCP676BC06";"Langue vivante obligatoire"
"RNCP676";"RNCP676BC05";"Éducation physique et sportive"
"RNCP676";"RNCP676BC04";"Mathématiques-Sciences physiques et chimiques"
"RNCP677";"RNCP677BC02";"Réalisation d'ouvrage"
"RNCP677";"RNCP677BC03";"Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP677";"RNCP677BC04";"Mathématiques-Sciences physiques et chimiques"
"RNCP677";"RNCP677BC05";"Éducation physique et sportive"
"RNCP677";"RNCP677BC07";"Unité facultative - Arts appliqués et cultures artistiques"
"RNCP677";"RNCP677BC01";"Analyse d’une situation professionnelle"
"RNCP677";"RNCP677BC06";"Langue vivante obligatoire"
"RNCP678";"RNCP678BC05";"UG4 - Arts appliqués et cultures artistiques"
"RNCP678";"RNCP678BC01";"UP1 - Epreuves pratiques"
"RNCP678";"RNCP678BC04";"UG3 - Education physique et sportive "
"RNCP678";"RNCP678BC02";"UG1 - Français et Histoire-géographie - enseignement moral et civique"
"RNCP678";"RNCP678BC03";"UG2 - Mathématiques - Sciences physiques et chimiques"
"RNCP679";"RNCP679BC02";"UNITÉ UP2 Préparation et mise en œuvre"
"RNCP679";"RNCP679BC01";"UNITÉ UP1 Réalisation, technologie et arts appliqués"
"RNCP679";"RNCP679BC03";"UNITÉ UG 1  Français et Histoire- Géographie – Enseignement moral et civique"
"RNCP679";"RNCP679BC04";"UNITÉ UG 2  Mathématiques Sciences physiques et chimiques"
"RNCP679";"RNCP679BC05";"UNITÉ UG 3  Éducation physique et sportive"
"RNCP680";"RNCP680BC06";"Langue vivante obligatoire"
"RNCP680";"RNCP680BC07";"Unité facultative : Arts appliqués et cultures artistiques"
"RNCP680";"RNCP680BC05";"Éducation physique et sportive"
"RNCP680";"RNCP680BC04";"Mathématiques-Sciences physiques et chimiques"
"RNCP680";"RNCP680BC01";"Communication esthétique et technologie	"
"RNCP680";"RNCP680BC02";"Mise en œuvre et réalisation"
"RNCP680";"RNCP680BC03";"Français, Histoire-Géographie et Enseignement moral et civique "
"RNCP681";"RNCP681BC06";"UG4 :  Langue vivante "
"RNCP681";"RNCP681BC05";"UG3 : Éducation physique et sportive"
"RNCP681";"RNCP681BC04";" UG2: Mathématiques-Sciences physiques et chimiques"
"RNCP681";"RNCP681BC03";"UG1: Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP681";"RNCP681BC01";"UP1 : Réalisation, technologie "
"RNCP681";"RNCP681BC02";"UP2 : Préparation et mise en œuvre"
"RNCP684";"RNCP684BC04";"UG2 Mathématiques-Sciences physiques et chimiques"
"RNCP684";"RNCP684BC01";"UP1 Pratique de la réception des produits et de la tenue du linéaire/rayon"
"RNCP684";"RNCP684BC06";"UF facultative de langue vivante étrangère"
"RNCP684";"RNCP684BC05";"UG3 Education physique et sportive"
"RNCP684";"RNCP684BC02";"UP2 Pratique de la tenue du linéaire"
"RNCP684";"RNCP684BC03";"UG1 Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP701";"RNCP701BC02";"Bloc de compétences N° 2 fiche RNCP N° 701-Environnement technologique, scientifique et commercial de la production"
"RNCP701";"RNCP701BC01";"Bloc de compétences N° 1 fiche RNCP N° 701- Organisation de la production"
"RNCP701";"RNCP701BC03";"Bloc de compétences N° 3 fiche RNCP N° 701-Évaluation de l'activité professionnellet "
"RNCP718";"RNCP718BC01";"U1 Techniques de services à l’usager"
"RNCP718";"RNCP718BC03";"U3 Accompagnement et aide à la personne dans la vie relationnelle et social"
"RNCP718";"RNCP718BC02";"U2 Accompagnement et aide à la personne dans les activités de la vie quotidienne et dans le maintien de l’autonomie"
"RNCP736";"RNCP736BC02";"EP 2 Suivi de la fabrication"
"RNCP736";"RNCP736BC01";"EP 1 préparation à la fabrication"
"RNCP736";"RNCP736BC06";"LV obligatoire"
"RNCP736";"RNCP736BC04";"mathématiques et sciences physiques et chimiques"
"RNCP736";"RNCP736BC05";"education physique et sportive"
"RNCP736";"RNCP736BC03";"français histoire géographie et enseignement moral et civique"
"RNCP739";"RNCP739BC02";" BLOC DE COMPETENCES N°2 fiche RNCP N 739  - Epreuve pratique complémentaire"
